country1,country2,n_obs,pearson_r,clayton_theta,lambda_L,gumbel_theta,lambda_U,lambda_L_empirical
LU,FI,87617,0.28698778825600224,0.2605184248360917,0.06990308316663908,1.2074127156093757,0.22451002093850758,0.14638045215802695
LU,EE,87396,0.21182379553901406,0.12713205758520985,0.004286938196747682,1.12311774847644,0.14633750144062563,0.1324253176147419
LU,LV,87587,0.24814759679358545,0.1554764136015061,0.01158302789055171,1.1432367069943832,0.16636118020688895,0.100947813178029
LU,LT,86719,0.3293802899287435,0.216817171210928,0.04088793953173578,1.2109588035232846,0.22749226428851443,0.137978772496539
LU,PL,87672,0.40120372726889364,0.3301574047185495,0.12252445941644323,1.2888797641745091,0.2877806185080485,0.17246492528801186
LU,CZ,87667,0.45116359421427044,0.4612213279055505,0.22249480301713034,1.3578659366550114,0.3339291785162317,0.22352806937471476
LU,SK,87145,0.14300542610898043,0.44563801372013856,0.2111040644562333,1.2184756803703851,0.233740224371892,0.0
LU,AT,87672,0.21078510790263927,0.1855738444066989,0.023869457153984305,1.132904140018741,0.15619355612975072,0.15467092505988367
LU,CH,87672,0.5918696418098992,0.5013781276018933,0.2509544368746748,1.5085271102341211,0.41673992243304414,0.2012090795026805
LU,SI,87652,-0.011528319920935911,0.16276990757475732,0.014144237832470206,1.0100063082386792,0.013687209743129536,0.0
LU,HR,52608,0.03948464261990533,0.013584071020448635,6.910126957919917e-23,1.022199167758148,0.02988078364243152,0.09692132269099202
LU,HU,87671,0.12855736483398944,0.1445985260272583,0.008282604310186051,1.0746442139454015,0.09401002200324093,0.139728527432417
LU,RO,87550,0.08179990661533489,0.05920469409271185,8.230704744005152e-06,1.0410072088768587,0.05386992306328886,0.11725082772005936
LU,BG,87670,0.058030040847318255,0.025074895461295044,9.880198636411251e-13,1.0260387496809629,0.03487367045552969,0.1023155013117372
LU,RS,26304,0.10874166369538668,0.05504341767027941,3.3966016136909583e-06,1.0496388302071362,0.06449684844944858,0.16806083650190115
LU,GR,87636,0.13637449998467352,0.07822187121188597,0.00014177116229980511,1.0726328582329936,0.09170337138984608,0.11023622047244094
LU,IT,87622,0.2109686853250359,0.12434984818453328,0.00379462420060885,1.1234339369536384,0.14665945380333323,0.13119433660653118
